지형지물부호,관리번호,행정읍면동,도엽번호,도로구간번호,대장초기화여부,위도,경도
가로수,1,대전광역시 동구 ,36710099,19126,1,36.27036174,127.4705253
가로수,2,대전광역시 동구 ,36710099,19126,1,36.27045546,127.4706432
가로수,3,대전광역시 동구 ,36710099,19126,1,36.27044288,127.4706975
가로수,4,대전광역시 동구 ,36710099,19126,1,36.27042099,127.4707862
가로수,5,대전광역시 동구 ,36710099,19117,1,36.27039878,127.4708731
가로수,6,대전광역시 동구 ,36710099,19117,1,36.27038035,127.4709541
가로수,7,대전광역시 동구 ,36710099,19117,1,36.27035725,127.4710444
가로수,8,대전광역시 동구 ,36710099,19117,1,36.27033686,127.4711284
가로수,9,대전광역시 동구 ,36710099,19116,1,36.27031793,127.4712105
가로수,10,대전광역시 동구 ,36710099,18425,1,36.27029691,127.4712969
가로수,11,대전광역시 동구 ,36710099,18425,1,36.27029417,127.4713779
가로수,12,대전광역시 동구 ,36710099,18425,1,36.27028431,127.471456
가로수,13,대전광역시 동구 ,36710099,18427,1,36.27021926,127.4717369
가로수,14,대전광역시 동구 ,36710099,18427,1,36.27022637,127.4717058
가로수,15,대전광역시 동구 ,36710099,18427,1,36.27023934,127.4716523
가로수,16,대전광역시 동구 ,36710099,19126,1,36.27033958,127.4706213
가로수,17,대전광역시 동구 ,36710099,19126,1,36.2703121,127.4707951
가로수,18,대전광역시 동구 ,36710099,19117,1,36.27030121,127.4708857
가로수,19,대전광역시 동구 ,36710099,19117,1,36.27027511,127.4709874
가로수,20,대전광역시 동구 ,36710099,18427,1,36.27006118,127.471761
가로수,21,대전광역시 동구 ,36710099,18427,1,36.27007937,127.4716897
가로수,22,대전광역시 동구 ,36710099,18427,1,36.27009756,127.4716027
가로수,23,대전광역시 동구 ,36710099,18427,1,36.27012536,127.4715467
가로수,24,대전광역시 동구 ,36710099,18428,1,36.27015487,127.471485
가로수,25,대전광역시 동구 ,36710099,18425,1,36.27017688,127.4713957
가로수,26,대전광역시 동구 ,36710099,19126,1,36.27042138,127.4702791
가로수,27,대전광역시 동구 ,36710099,19126,1,36.27046002,127.4701269
가로수,28,대전광역시 동구 ,36710099,19126,1,36.27049195,127.4700457
가로수,29,대전광역시 동구 ,36710099,19126,1,36.27044045,127.4702071
가로수,30,대전광역시 동구 ,36710099,19126,1,36.27054769,127.4702704
가로수,31,대전광역시 동구 ,36710099,19126,1,36.2705682,127.4701853
가로수,32,대전광역시 동구 ,36710099,19126,1,36.27061016,127.4700155
가로수,33,대전광역시 동구 ,36710099,19131,1,36.27179361,127.4703578
가로수,34,대전광역시 동구 ,36710099,19131,1,36.27170983,127.4706871
가로수,35,대전광역시 동구 ,36710099,19131,1,36.27173001,127.47061
가로수,36,대전광역시 동구 ,36710099,19131,1,36.27181433,127.4702615
가로수,37,대전광역시 동구 ,36710099,19131,1,36.27183343,127.4701797
가로수,38,대전광역시 동구 ,36710099,19131,1,36.27185504,127.4700981
가로수,39,대전광역시 동구 ,36710099,19131,1,36.2718717,127.4700172
가로수,40,대전광역시 동구 ,36710099,19131,1,36.27191862,127.4701835
가로수,41,대전광역시 동구 ,36710099,19131,1,36.27193824,127.4701011
가로수,42,대전광역시 동구 ,36710099,14135,1,36.27285076,127.4706225
가로수,43,대전광역시 동구 ,36710099,14135,1,36.27286928,127.4705462
가로수,44,대전광역시 동구 ,36710099,14135,1,36.27288994,127.4704616
가로수,45,대전광역시 동구 ,36710099,14135,1,36.27291064,127.4703808
가로수,46,대전광역시 동구 ,36710099,14135,1,36.27292859,127.4703043
가로수,47,대전광역시 동구 ,36710099,14135,1,36.27294631,127.4702274
가로수,48,대전광역시 동구 ,36710099,14135,1,36.27296343,127.470157
가로수,49,대전광역시 동구 ,36710099,14135,1,36.27298509,127.4700795
가로수,50,대전광역시 동구 ,36710099,19131,1,36.27195628,127.4700177
가로수,51,대전광역시 동구 ,36710099,14135,1,36.27329813,127.4700429
가로수,52,대전광역시 동구 ,36710099,18569,1,36.27268315,127.4749954
가로수,53,대전광역시 동구 ,36710099,19127,1,36.27162679,127.4723996
가로수,54,대전광역시 동구 ,36710099,19127,1,36.27170022,127.4724176
가로수,55,대전광역시 동구 ,36710099,19127,1,36.27176851,127.4724356
가로수,56,대전광역시 동구 ,36710099,19127,1,36.27184249,127.4724539
가로수,57,대전광역시 동구 ,36710099,19127,1,36.27191367,127.4724729
가로수,58,대전광역시 동구 ,36710099,19127,1,36.27198066,127.4724931
가로수,59,대전광역시 동구 ,36710099,19127,1,36.27204928,127.4725144
가로수,60,대전광역시 동구 ,36710099,19127,1,36.27211605,127.4725351
가로수,61,대전광역시 동구 ,36710099,13468,1,36.27144359,127.4746191
가로수,62,대전광역시 동구 ,36710099,13468,1,36.27136816,127.4747423
가로수,63,대전광역시 동구 ,36710099,13468,1,36.27140934,127.4746736
가로수,64,대전광역시 동구 ,36710099,18579,1,36.27388657,127.4727646
가로수,65,대전광역시 동구 ,36710099,18579,1,36.27393028,127.4726715
가로수,66,대전광역시 동구 ,36710099,18579,1,36.27396425,127.4726023
가로수,67,대전광역시 동구 ,36710099,18579,1,36.27400158,127.472525
가로수,68,대전광역시 동구 ,36710099,18579,1,36.27404374,127.4724475
가로수,69,대전광역시 동구 ,36710099,18579,1,36.2740856,127.4723716
가로수,70,대전광역시 동구 ,36710099,18579,1,36.27415263,127.4722401
가로수,71,대전광역시 동구 ,36710099,18579,1,36.27419384,127.4721647
가로수,72,대전광역시 동구 ,36710099,18581,1,36.27423082,127.4720922
가로수,73,대전광역시 동구 ,36710099,18581,1,36.27426902,127.4720148
가로수,74,대전광역시 동구 ,36710099,18581,1,36.27430907,127.4719407
가로수,75,대전광역시 동구 ,36710099,18581,1,36.27434915,127.4718664
가로수,76,대전광역시 동구 ,36710099,18581,1,36.27439781,127.4718023
가로수,77,대전광역시 동구 ,36710099,18575,1,36.27451751,127.4715614
가로수,78,대전광역시 동구 ,36710099,18575,1,36.27463985,127.4713552
가로수,79,대전광역시 동구 ,36710099,18575,1,36.27467636,127.4712868
가로수,80,대전광역시 동구 ,36710099,18575,1,36.27472203,127.4712212
가로수,81,대전광역시 동구 ,36710099,18575,1,36.2747765,127.4711619
가로수,82,대전광역시 동구 ,36710099,18575,1,36.27480614,127.471111
가로수,83,대전광역시 동구 ,36710099,18575,1,36.2748737,127.4710243
가로수,84,대전광역시 동구 ,36710099,18575,1,36.27496861,127.4710798
가로수,85,대전광역시 동구 ,36710099,18575,1,36.27491221,127.4711513
가로수,86,대전광역시 동구 ,36710099,18575,1,36.27485776,127.4712242
가로수,87,대전광역시 동구 ,36710099,18575,1,36.27479026,127.4713169
가로수,88,대전광역시 동구 ,36710099,18575,1,36.27474357,127.471383
가로수,89,대전광역시 동구 ,36710099,18575,1,36.27469489,127.4714574
가로수,90,대전광역시 동구 ,36710099,18575,1,36.27465441,127.4715256
가로수,91,대전광역시 동구 ,36710099,18575,1,36.27461201,127.471594
가로수,92,대전광역시 동구 ,36710099,18348,1,36.27456933,127.471666
가로수,93,대전광역시 동구 ,36710099,18581,1,36.27450712,127.471787
가로수,94,대전광역시 동구 ,36710099,18581,1,36.27447752,127.47184
가로수,95,대전광역시 동구 ,36710099,18581,1,36.27442627,127.47193
가로수,96,대전광역시 동구 ,36710099,18581,1,36.27436436,127.472041
가로수,97,대전광역시 동구 ,36710099,18581,1,36.27432186,127.4721245
가로수,98,대전광역시 동구 ,36710099,18579,1,36.27427729,127.4722076
가로수,99,대전광역시 동구 ,36710099,18579,1,36.2742404,127.4722762
가로수,100,대전광역시 동구 ,36710099,18579,1,36.27419894,127.4723575
가로수,101,대전광역시 동구 ,36710099,18579,1,36.27412728,127.4724974
가로수,102,대전광역시 동구 ,36710099,18579,1,36.27409146,127.4725628
가로수,103,대전광역시 동구 ,36710099,18579,1,36.27401106,127.4727149
가로수,104,대전광역시 동구 ,36710099,18579,1,36.27397351,127.4727808
가로수,105,대전광역시 동구 ,36710099,18579,1,36.2737818,127.4731588
가로수,106,대전광역시 동구 ,36710099,18579,1,36.27369511,127.4731185
가로수,107,대전광역시 동구 ,36710099,18579,1,36.27373331,127.4730412
가로수,108,대전광역시 동구 ,36710099,18579,1,36.27376912,127.4729736
가로수,109,대전광역시 동구 ,36710099,18579,1,36.27380946,127.4729004
가로수,110,대전광역시 동구 ,36710099,18579,1,36.27384992,127.472821
가로수,111,대전광역시 동구 ,36710099,18595,1,36.27318349,127.474082
가로수,112,대전광역시 동구 ,36710099,18595,1,36.27321666,127.4740042
가로수,113,대전광역시 동구 ,36710099,18595,1,36.27326122,127.4739331
가로수,114,대전광역시 동구 ,36710099,18595,1,36.27330557,127.4738482
가로수,115,대전광역시 동구 ,36710099,18595,1,36.2735443,127.4736211
가로수,116,대전광역시 동구 ,36710099,18595,1,36.27350231,127.4736999
가로수,117,대전광역시 동구 ,36710099,18595,1,36.27346526,127.4737748
가로수,118,대전광역시 동구 ,36710099,18595,1,36.27342517,127.4738459
가로수,119,대전광역시 동구 ,36710099,18595,1,36.27338208,127.4739212
가로수,120,대전광역시 동구 ,36710099,18595,1,36.27334265,127.4739898
가로수,121,대전광역시 동구 ,36710099,18595,1,36.27330127,127.4740667
가로수,122,대전광역시 동구 ,36710099,18595,1,36.27325825,127.4741499
가로수,123,대전광역시 동구 ,36710099,18595,1,36.27317276,127.4743112
가로수,124,대전광역시 동구 ,36710099,18595,1,36.27313166,127.4743961
가로수,125,대전광역시 동구 ,36710099,18594,1,36.27308595,127.474476
가로수,126,대전광역시 동구 ,36710099,963,1,36.27303601,127.474567
가로수,127,대전광역시 동구 ,36710099,18569,1,36.2728798,127.4748477
가로수,128,대전광역시 동구 ,36710099,18569,1,36.27279663,127.4747886
가로수,129,대전광역시 동구 ,36710099,18569,1,36.27276983,127.4748473
가로수,130,대전광역시 동구 ,36710099,19131,1,36.27179346,127.4706985
가로수,131,대전광역시 동구 ,36710099,19131,1,36.27180176,127.4706603
가로수,132,대전광역시 동구 ,36710099,19131,1,36.27181934,127.4705882
가로수,133,대전광역시 동구 ,36710099,19131,1,36.2718385,127.47051
가로수,134,대전광역시 동구 ,36710099,19131,1,36.27185793,127.4704399
가로수,135,대전광역시 동구 ,36710099,19131,1,36.27187586,127.4703577
가로수,136,대전광역시 동구 ,36710099,19131,1,36.27189665,127.470266
가로수,137,대전광역시 동구 ,36710099,14130,1,36.2720199,127.4732274
가로수,138,대전광역시 동구 ,36710099,14130,1,36.27205481,127.4731627
가로수,139,대전광역시 동구 ,36710099,14126,1,36.27208783,127.4731045
가로수,140,대전광역시 동구 ,36710099,14126,1,36.27212214,127.4730413
가로수,141,대전광역시 동구 ,36710099,14126,1,36.2721449,127.4729753
가로수,142,대전광역시 동구 ,36710099,14126,1,36.27217243,127.4728968
가로수,143,대전광역시 동구 ,36710099,14126,1,36.27219684,127.4728288
가로수,144,대전광역시 동구 ,36710099,14126,1,36.27221973,127.4727605
가로수,145,대전광역시 동구 ,36710099,14135,1,36.27245845,127.4719347
가로수,146,대전광역시 동구 ,36710099,14135,1,36.27267877,127.471294
가로수,147,대전광역시 동구 ,36710099,14135,1,36.27274178,127.4710693
가로수,148,대전광역시 동구 ,36710099,14135,1,36.27283157,127.4706957
가로수,149,대전광역시 동구 ,36710099,14135,1,36.27271858,127.4711427
가로수,150,대전광역시 동구 ,36710099,14135,1,36.27269851,127.4712179
가로수,151,대전광역시 동구 ,36710099,14135,1,36.27258441,127.4715047
가로수,152,대전광역시 동구 ,36710099,14135,1,36.27256483,127.4715779
가로수,153,대전광역시 동구 ,36710099,14135,1,36.27254646,127.4716525
가로수,154,대전광역시 동구 ,36710099,14135,1,36.27252214,127.4717315
가로수,155,대전광역시 동구 ,36710099,14135,1,36.27250075,127.4718037
가로수,156,대전광역시 동구 ,36710099,14135,1,36.27248012,127.4718652
가로수,157,대전광역시 동구 ,36710099,14135,1,36.27243227,127.4720089
가로수,158,대전광역시 동구 ,36710099,14135,1,36.27241311,127.4720791
가로수,159,대전광역시 동구 ,36710099,14135,1,36.27238741,127.4721419
가로수,160,대전광역시 동구 ,36710099,14135,1,36.27236578,127.4722055
가로수,161,대전광역시 동구 ,36710099,19127,1,36.27212173,127.4723828
가로수,162,대전광역시 동구 ,36710099,19127,1,36.27207987,127.472369
가로수,163,대전광역시 동구 ,36710099,19127,1,36.27200899,127.4723485
가로수,164,대전광역시 동구 ,36710099,19127,1,36.27193747,127.4723272
가로수,165,대전광역시 동구 ,36710099,19127,1,36.27186797,127.4723066
가로수,166,대전광역시 동구 ,36710099,19127,1,36.27179616,127.4722861
가로수,167,대전광역시 동구 ,36710099,19127,1,36.27172418,127.4722656
가로수,168,대전광역시 동구 ,36710099,19127,1,36.27161829,127.4722362
가로수,169,대전광역시 동구 ,36710099,19127,1,36.27158885,127.4722167
가로수,170,대전광역시 동구 ,36710099,19128,1,36.27152195,127.4721775
가로수,171,대전광역시 동구 ,36710099,19128,1,36.27144659,127.4721595
가로수,172,대전광역시 동구 ,36710099,19128,1,36.27116658,127.472106
가로수,173,대전광역시 동구 ,36710099,19128,1,36.27111327,127.4720958
가로수,174,대전광역시 동구 ,36710099,19128,1,36.27105362,127.4720848
가로수,175,대전광역시 동구 ,36710099,19128,1,36.27099624,127.4720777
가로수,176,대전광역시 동구 ,36710099,19128,1,36.27093559,127.4720852
가로수,177,대전광역시 동구 ,36710099,19129,1,36.27087768,127.4720893
가로수,178,대전광역시 동구 ,36710099,19129,1,36.27082042,127.4720784
가로수,179,대전광역시 동구 ,36710099,19129,1,36.27076602,127.4720691
가로수,180,대전광역시 동구 ,36710099,19129,1,36.27070627,127.4720583
가로수,181,대전광역시 동구 ,36710099,19129,1,36.27064111,127.4720468
가로수,182,대전광역시 동구 ,36710099,19129,1,36.27053128,127.4720062
가로수,183,대전광역시 동구 ,36710099,19118,1,36.27047578,127.4719853
가로수,184,대전광역시 동구 ,36710099,19118,1,36.27041906,127.4719746
가로수,185,대전광역시 동구 ,36710099,19118,1,36.27036366,127.4719658
가로수,186,대전광역시 동구 ,36710099,19128,1,36.27129262,127.4723091
가로수,187,대전광역시 동구 ,36710099,19128,1,36.27125202,127.4723035
가로수,188,대전광역시 동구 ,36710099,19128,1,36.27120337,127.472294
가로수,189,대전광역시 동구 ,36710099,19128,1,36.27115219,127.4722857
가로수,190,대전광역시 동구 ,36710099,19128,1,36.27109246,127.4722747
가로수,191,대전광역시 동구 ,36710099,19128,1,36.27101859,127.4722613
가로수,192,대전광역시 동구 ,36710099,19128,1,36.27095181,127.4722392
가로수,193,대전광역시 동구 ,36710099,19129,1,36.27088636,127.4722064
가로수,194,대전광역시 동구 ,36710099,19129,1,36.27081724,127.4721907
가로수,195,대전광역시 동구 ,36710099,19129,1,36.27074357,127.4721793
가로수,196,대전광역시 동구 ,36710099,19129,1,36.27067827,127.4721677
가로수,197,대전광역시 동구 ,36710099,19129,1,36.27053212,127.4721413
가로수,198,대전광역시 동구 ,36710099,19118,1,36.27046972,127.4721316
가로수,199,대전광역시 동구 ,36710099,19118,1,36.27040321,127.4721202
가로수,200,대전광역시 동구 ,36710099,19118,1,36.27033816,127.4721094
가로수,201,대전광역시 동구 ,36710099,19118,1,36.27028514,127.4721003
가로수,202,대전광역시 동구 ,36710099,19130,1,36.27013234,127.4720784
가로수,203,대전광역시 동구 ,36710099,13468,1,36.27150549,127.4745696
가로수,204,대전광역시 동구 ,36710099,13468,1,36.27148973,127.4746038
가로수,205,대전광역시 동구 ,36710099,13468,1,36.27147321,127.4746397
가로수,206,대전광역시 동구 ,36710099,13468,1,36.27144297,127.4747017
가로수,207,대전광역시 동구 ,36710099,13468,1,36.27140539,127.4747816
가로수,208,대전광역시 동구 ,36710099,13468,1,36.27136528,127.4748639
가로수,209,대전광역시 동구 ,36710099,13468,1,36.27133075,127.4749396
가로수,210,대전광역시 동구 ,36710099,14113,1,36.27160246,127.4749834
가로수,211,대전광역시 동구 ,36710099,14113,1,36.27163624,127.474908
가로수,212,대전광역시 동구 ,36710099,14113,1,36.2716744,127.4748285
가로수,213,대전광역시 동구 ,36710099,14113,1,36.27170854,127.4747545
가로수,214,대전광역시 동구 ,36710099,14113,1,36.27174564,127.4746758
가로수,215,대전광역시 동구 ,36710099,14113,1,36.27178069,127.4746018
가로수,216,대전광역시 동구 ,36710099,14113,1,36.27181554,127.4745264
가로수,217,대전광역시 동구 ,36710099,14135,1,36.2732745,127.4701369
가로수,218,대전광역시 동구 ,36710099,14135,1,36.273255,127.470225
가로수,219,대전광역시 동구 ,36710099,14135,1,36.27323386,127.4703102
가로수,220,대전광역시 동구 ,36710099,14135,1,36.27321157,127.4703964
가로수,221,대전광역시 동구 ,36710099,14135,1,36.27319444,127.4704702
가로수,222,대전광역시 동구 ,36710099,14135,1,36.2731728,127.4705577
가로수,223,대전광역시 동구 ,36710099,14135,1,36.27315,127.4706425
가로수,224,대전광역시 동구 ,36710099,14135,1,36.27313017,127.4707297
가로수,225,대전광역시 동구 ,36710099,14135,1,36.27310839,127.4708131
가로수,226,대전광역시 동구 ,36710099,14135,1,36.27309114,127.4708882
가로수,227,대전광역시 동구 ,36710099,14135,1,36.27306988,127.4709758
가로수,228,대전광역시 동구 ,36710099,14135,1,36.27305143,127.4710549
가로수,229,대전광역시 동구 ,36710099,14135,1,36.27302753,127.4711473
가로수,230,대전광역시 동구 ,36710099,14135,1,36.27300354,127.4712406
가로수,231,대전광역시 동구 ,36710099,14135,1,36.27297766,127.471341
가로수,232,대전광역시 동구 ,36710099,14135,1,36.27295573,127.4714223
가로수,233,대전광역시 동구 ,36710099,14135,1,36.27293588,127.4715097
가로수,234,대전광역시 동구 ,36710099,14135,1,36.27291355,127.4715962
가로수,235,대전광역시 동구 ,36710099,14135,1,36.27289053,127.4716791
가로수,236,대전광역시 동구 ,36710099,14135,1,36.27286787,127.4717684
가로수,237,대전광역시 동구 ,36710099,14135,1,36.27284555,127.4718498
가로수,238,대전광역시 동구 ,36710099,14135,1,36.27282617,127.4719377
가로수,239,대전광역시 동구 ,36710099,14135,1,36.27280354,127.4720241
가로수,240,대전광역시 동구 ,36710099,14135,1,36.27278415,127.472108
가로수,241,대전광역시 동구 ,36710099,14135,1,36.27276251,127.4721894
가로수,242,대전광역시 동구 ,36710099,14135,1,36.27273881,127.47228
가로수,243,대전광역시 동구 ,36710099,14135,1,36.27271389,127.472367
가로수,244,대전광역시 동구 ,36710099,14135,1,36.272691,127.472452
가로수,245,대전광역시 동구 ,36710099,19145,1,36.27071682,127.4691903
가로수,246,대전광역시 동구 ,36710099,19145,1,36.27067596,127.4693552
가로수,247,대전광역시 동구 ,36710099,19145,1,36.27069482,127.4692723
가로수,248,대전광역시 동구 ,36710099,19145,1,36.27075638,127.4694141
가로수,249,대전광역시 동구 ,36710099,19145,1,36.27077748,127.4693254
가로수,250,대전광역시 동구 ,36710099,19145,1,36.27079852,127.4692375
가로수,251,대전광역시 동구 ,36710099,19150,1,36.27082035,127.469152
가로수,252,대전광역시 동구 ,36710099,19150,1,36.27085185,127.4690739
가로수,253,대전광역시 동구 ,36710099,19150,1,36.2708855,127.4689958
가로수,254,대전광역시 동구 ,36710099,19150,1,36.27090472,127.46891
가로수,255,대전광역시 동구 ,36710099,19150,1,36.27092803,127.4688164
가로수,256,대전광역시 동구 ,36710099,19131,1,36.27200021,127.4698453
가로수,257,대전광역시 동구 ,36710099,19131,1,36.27197664,127.469934
가로수,258,대전광역시 동구 ,36710099,19131,1,36.27189439,127.4699224
가로수,259,대전광역시 동구 ,36710099,19139,1,36.271965,127.4694966
가로수,260,대전광역시 동구 ,36710099,19139,1,36.27198834,127.4694041
가로수,261,대전광역시 동구 ,36710099,19140,1,36.27200908,127.4693244
가로수,262,대전광역시 동구 ,36710099,19140,1,36.27202659,127.4692388
가로수,263,대전광역시 동구 ,36710099,19151,1,36.27240263,127.468969
가로수,264,대전광역시 동구 ,36710099,19151,1,36.27245893,127.4689919
가로수,265,대전광역시 동구 ,36710099,19151,1,36.27252445,127.4690205
가로수,266,대전광역시 동구 ,36710099,19151,1,36.2725985,127.4690473
가로수,267,대전광역시 동구 ,36710099,19151,1,36.27266766,127.4690742
가로수,268,대전광역시 동구 ,36710099,19151,1,36.27273601,127.4691006
가로수,269,대전광역시 동구 ,36710099,19151,1,36.27279862,127.4691239
가로수,270,대전광역시 동구 ,36710099,19151,1,36.27287112,127.4691536
가로수,271,대전광역시 동구 ,36710099,19151,1,36.27294181,127.4691779
가로수,272,대전광역시 동구 ,36710099,19151,1,36.27300734,127.4692076
가로수,273,대전광역시 동구 ,36710099,19151,1,36.2729558,127.4694212
가로수,274,대전광역시 동구 ,36710099,19151,1,36.27289152,127.4693976
가로수,275,대전광역시 동구 ,36710099,19151,1,36.27281416,127.4693683
가로수,276,대전광역시 동구 ,36710099,19151,1,36.27274255,127.4693401
가로수,277,대전광역시 동구 ,36710099,19151,1,36.27267437,127.4693139
가로수,278,대전광역시 동구 ,36710099,19151,1,36.27247625,127.4692379
가로수,279,대전광역시 동구 ,36710099,19151,1,36.27239935,127.4692065
가로수,280,대전광역시 동구 ,36710099,19151,1,36.27235476,127.4691915
가로수,281,대전광역시 동구 ,36710099,19140,1,36.27214817,127.4693346
가로수,282,대전광역시 동구 ,36710099,19140,1,36.27219491,127.4693075
가로수,283,대전광역시 동구 ,36710099,14114,1,36.27387318,127.4668387
가로수,284,대전광역시 동구 ,36710099,14114,1,36.27390898,127.4667733
가로수,285,대전광역시 동구 ,36710099,14114,1,36.27383807,127.4669177
가로수,286,대전광역시 동구 ,36710099,14114,1,36.27381355,127.4669778
가로수,287,대전광역시 동구 ,36710099,14114,1,36.27378683,127.4670519
가로수,288,대전광역시 동구 ,36710099,14114,1,36.27376339,127.467123
가로수,289,대전광역시 동구 ,36710099,14114,1,36.27374002,127.4671927
가로수,290,대전광역시 동구 ,36710099,14114,1,36.27371612,127.467266
가로수,291,대전광역시 동구 ,36710099,14114,1,36.27369019,127.4673406
가로수,292,대전광역시 동구 ,36710099,14114,1,36.27366775,127.4674119
가로수,293,대전광역시 동구 ,36710099,14114,1,36.27364563,127.4674835
가로수,294,대전광역시 동구 ,36710099,14114,1,36.27362265,127.4675565
가로수,295,대전광역시 동구 ,36710099,14114,1,36.27357789,127.4677072
가로수,296,대전광역시 동구 ,36710099,14114,1,36.27359933,127.4676319
가로수,297,대전광역시 동구 ,36710099,14114,1,36.27356102,127.4677617
가로수,298,대전광역시 동구 ,36710099,14114,1,36.27353916,127.4678375
가로수,299,대전광역시 동구 ,36710099,14114,1,36.27340105,127.4683509
가로수,300,대전광역시 동구 ,36710099,14114,1,36.27341807,127.4682735
가로수,301,대전광역시 동구 ,36710099,14114,1,36.27344009,127.4681973
가로수,302,대전광역시 동구 ,36710099,14114,1,36.27351405,127.4679267
가로수,303,대전광역시 동구 ,36710099,14114,1,36.27348923,127.4680173
가로수,304,대전광역시 동구 ,36710099,14114,1,36.27346285,127.4681123
가로수,305,대전광역시 동구 ,36710099,14114,1,36.27329806,127.4687591
가로수,306,대전광역시 동구 ,36710099,14114,1,36.27330863,127.4687129
가로수,307,대전광역시 동구 ,36710099,14114,1,36.27332263,127.4686605
가로수,308,대전광역시 동구 ,36710099,14114,1,36.27333998,127.4685965
가로수,309,대전광역시 동구 ,36710099,14114,1,36.27335414,127.4685412
가로수,310,대전광역시 동구 ,36710099,14114,1,36.27336591,127.468484
가로수,311,대전광역시 동구 ,36710099,14114,1,36.27337775,127.4684296
가로수,312,대전광역시 동구 ,36710099,14114,1,36.27328808,127.468806
가로수,313,대전광역시 동구 ,36710099,14114,1,36.27327259,127.468871
가로수,314,대전광역시 동구 ,36710099,14114,1,36.27325214,127.4689541
가로수,315,대전광역시 동구 ,36710099,14114,1,36.27323182,127.4690352
가로수,316,대전광역시 동구 ,36710099,14137,1,36.273444,127.4694566
가로수,317,대전광역시 동구 ,36710099,14133,1,36.27331434,127.4699737
가로수,318,대전광역시 동구 ,36710099,14124,1,36.27333626,127.4698845
가로수,319,대전광역시 동구 ,36710099,14134,1,36.27340098,127.4696284
가로수,320,대전광역시 동구 ,36710099,14134,1,36.27342287,127.4695389
가로수,321,대전광역시 동구 ,36710099,14137,1,36.27348569,127.4692859
가로수,322,대전광역시 동구 ,36710099,14137,1,36.27350381,127.4692167
가로수,323,대전광역시 동구 ,36710099,14114,1,36.27352221,127.4691439
가로수,324,대전광역시 동구 ,36710099,14114,1,36.27354177,127.4690609
가로수,325,대전광역시 동구 ,36710099,14114,1,36.27356452,127.4689735
가로수,326,대전광역시 동구 ,36710099,14114,1,36.27358687,127.4688855
가로수,327,대전광역시 동구 ,36710099,14114,1,36.27360748,127.4688009
가로수,328,대전광역시 동구 ,36710099,14114,1,36.27362691,127.4687247
가로수,329,대전광역시 동구 ,36710099,14114,1,36.27364597,127.4686416
가로수,330,대전광역시 동구 ,36710099,14114,1,36.27366672,127.4685552
가로수,331,대전광역시 동구 ,36710099,14114,1,36.27369029,127.4684678
가로수,332,대전광역시 동구 ,36710099,14114,1,36.2737082,127.4683855
가로수,333,대전광역시 동구 ,36710099,14114,1,36.27372782,127.4683115
가로수,334,대전광역시 동구 ,36710099,14114,1,36.27375114,127.4682229
가로수,335,대전광역시 동구 ,36710099,14114,1,36.27377346,127.4681368
가로수,336,대전광역시 동구 ,36710099,14114,1,36.27379354,127.4680569
가로수,337,대전광역시 동구 ,36710099,14114,1,36.27381564,127.4679652
가로수,338,대전광역시 동구 ,36710099,14114,1,36.27383536,127.4678789
가로수,339,대전광역시 동구 ,36710099,14114,1,36.27385603,127.4677968
가로수,340,대전광역시 동구 ,36710099,14114,1,36.27387895,127.467709
가로수,341,대전광역시 동구 ,36710099,14114,1,36.2738997,127.4676218
가로수,342,대전광역시 동구 ,36710099,14114,1,36.2739202,127.4675399
가로수,343,대전광역시 동구 ,36710099,14114,1,36.27394259,127.4674611
가로수,344,대전광역시 동구 ,36710099,14114,1,36.27395994,127.4673905
가로수,345,대전광역시 동구 ,36710099,14114,1,36.27398392,127.4673072
가로수,346,대전광역시 동구 ,36710099,14114,1,36.27401056,127.4672212
가로수,347,대전광역시 동구 ,36710099,14114,1,36.27403657,127.4671391
가로수,348,대전광역시 동구 ,36710099,14114,1,36.27406109,127.4670651
가로수,349,대전광역시 동구 ,36710099,14114,1,36.2740873,127.4669872
가로수,350,대전광역시 동구 ,36710099,14114,1,36.27411749,127.4669034
가로수,351,대전광역시 동구 ,36710099,57806,1,36.27418469,127.4692871
가로수,352,대전광역시 동구 ,36710099,57806,1,36.27420118,127.4692268
가로수,353,대전광역시 동구 ,36710099,57806,1,36.27421499,127.4691755
가로수,354,대전광역시 동구 ,36710099,57806,1,36.27423065,127.4691127
가로수,355,대전광역시 동구 ,36710099,57806,1,36.27424926,127.4690421
가로수,356,대전광역시 동구 ,36710099,57806,1,36.27426367,127.4689832
가로수,357,대전광역시 동구 ,36710099,57806,1,36.27428146,127.4689157
가로수,358,대전광역시 동구 ,36710099,57806,1,36.27429522,127.4688564
가로수,359,대전광역시 동구 ,36710099,57806,1,36.27431266,127.4687913
가로수,360,대전광역시 동구 ,36710099,57806,1,36.27432947,127.4687286
가로수,361,대전광역시 동구 ,36710099,57806,1,36.27434628,127.4686629
가로수,362,대전광역시 동구 ,36710099,57806,1,36.27436057,127.4686026
가로수,363,대전광역시 동구 ,36710099,57806,1,36.27437649,127.4685365
가로수,364,대전광역시 동구 ,36710099,57806,1,36.2743929,127.4684777
가로수,365,대전광역시 동구 ,36710099,57806,1,36.27441278,127.4684041
가로수,366,대전광역시 동구 ,36710099,57806,1,36.27444261,127.4682831
가로수,367,대전광역시 동구 ,36710099,57806,1,36.27445809,127.4682191
가로수,368,대전광역시 동구 ,36710099,57806,1,36.27447573,127.4681529
